"","Site","Species","year","n","Latitude","Longitude","Subregion"
"1052","AA2420","CNAT","2024",4,24.617262,-81.129668,"Middle Keys"
"1053","AA2420","CNAT","2024",4,24.617262,-81.129668,"Middle Keys"
"1054","AA2420","CNAT","2024",4,24.617262,-81.129668,"Middle Keys"
"1055","AA2420","CNAT","2024",4,24.617262,-81.129668,"Middle Keys"
"1056","AA2420","CNAT","2024",4,24.617262,-81.129668,"Middle Keys"
"1057","AA2420","DLAB","2024",1,24.617262,-81.129668,"Middle Keys"
"1058","AA2420","DLAB","2024",1,24.617262,-81.129668,"Middle Keys"
"1059","AA2420","DLAB","2024",1,24.617262,-81.129668,"Middle Keys"
"1060","AA2420","DLAB","2024",1,24.617262,-81.129668,"Middle Keys"
"1061","AA2420","DLAB","2024",1,24.617262,-81.129668,"Middle Keys"
"1062","AA2420","DLAB","2024",1,24.617262,-81.129668,"Middle Keys"
"1063","AA2420","PSTR","2024",1,24.617262,-81.129668,"Middle Keys"
"1064","AA2420","PSTR","2024",1,24.617262,-81.129668,"Middle Keys"
"1065","AA2420","PSTR","2024",1,24.617262,-81.129668,"Middle Keys"
"1066","AA2420","PSTR","2024",1,24.617262,-81.129668,"Middle Keys"
"1067","AA2420","PSTR","2024",1,24.617262,-81.129668,"Middle Keys"
"1068","AA2420","PSTR","2024",1,24.617262,-81.129668,"Middle Keys"
"1069","AA2486","CNAT","2024",3,24.481319,-81.932321,"Lower Keys"
"1070","AA2486","CNAT","2024",3,24.481319,-81.932321,"Lower Keys"
"1071","AA2486","CNAT","2024",3,24.481319,-81.932321,"Lower Keys"
"1072","AA2489","PSTR","2024",1,24.479774,-81.933386,"Lower Keys"
"1073","AA2489","PSTR","2024",1,24.479774,-81.933386,"Lower Keys"
"1074","AA2489","PSTR","2024",1,24.479774,-81.933386,"Lower Keys"
"1075","AA2489","PSTR","2024",1,24.479774,-81.933386,"Lower Keys"
"1076","AA2489","PSTR","2024",1,24.479774,-81.933386,"Lower Keys"
"1077","AA2489","CNAT","2024",3,24.479774,-81.933386,"Lower Keys"
"1078","AA2489","CNAT","2024",3,24.479774,-81.933386,"Lower Keys"
"1079","AA2489","CNAT","2024",3,24.479774,-81.933386,"Lower Keys"
"1080","AA2489","CNAT","2024",3,24.479774,-81.933386,"Lower Keys"
"1081","AA2489","CNAT","2024",3,24.479774,-81.933386,"Lower Keys"
"1082","AA2489","DLAB","2024",1,24.479774,-81.933386,"Lower Keys"
"1083","AA2489","DLAB","2024",1,24.479774,-81.933386,"Lower Keys"
"1084","AA2489","DLAB","2024",1,24.479774,-81.933386,"Lower Keys"
"1085","AA2489","DLAB","2024",1,24.479774,-81.933386,"Lower Keys"
"1086","AA2489","DLAB","2024",1,24.479774,-81.933386,"Lower Keys"
"1087","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1088","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1089","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1090","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1091","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1092","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1093","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1094","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1095","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1096","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1097","AA2491","CNAT","2024",1,24.473894,-81.913361,"Lower Keys"
"1098","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1099","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1100","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1101","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1102","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1103","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1104","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1105","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1106","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1107","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1108","AA2491","PSTR","2024",10,24.473894,-81.913361,"Lower Keys"
"1109","AA2499","CNAT","2024",2,24.465342,-81.938942,"Lower Keys"
"1110","AA2499","CNAT","2024",2,24.465342,-81.938942,"Lower Keys"
"1111","AA2505","PSTR","2024",2,24.453534,-81.87336,"Lower Keys"
"1112","AA2505","PSTR","2024",2,24.453534,-81.87336,"Lower Keys"
"1113","AA2507","PSTR","2024",1,24.445105,-81.93157,"Lower Keys"
"1114","AA2516","PSTR","2024",6,24.668718,-82.913418,"Tortugas--Dry Tortugas NP"
"1115","AA2516","PSTR","2024",6,24.668718,-82.913418,"Tortugas--Dry Tortugas NP"
"1116","AA2516","PSTR","2024",6,24.668718,-82.913418,"Tortugas--Dry Tortugas NP"
"1117","AA2516","PSTR","2024",6,24.668718,-82.913418,"Tortugas--Dry Tortugas NP"
"1118","AA2516","PSTR","2024",6,24.668718,-82.913418,"Tortugas--Dry Tortugas NP"
"1119","AA2516","PSTR","2024",6,24.668718,-82.913418,"Tortugas--Dry Tortugas NP"
"1120","AA2521","PSTR","2024",1,24.679795,-82.790612,"Tortugas--Dry Tortugas NP"
"1121","AA2521","PSTR","2024",1,24.679795,-82.790612,"Tortugas--Dry Tortugas NP"
"1122","AA2521","CNAT","2024",1,24.679795,-82.790612,"Tortugas--Dry Tortugas NP"
"1123","AA2521","CNAT","2024",1,24.679795,-82.790612,"Tortugas--Dry Tortugas NP"
"1124","AA2529","PSTR","2024",2,24.588031,-82.910752,"Tortugas--Dry Tortugas NP"
"1125","AA2529","PSTR","2024",2,24.588031,-82.910752,"Tortugas--Dry Tortugas NP"
"1126","AA2542","PSTR","2024",5,24.662876,-82.919754,"Tortugas--Dry Tortugas NP"
"1127","AA2542","PSTR","2024",5,24.662876,-82.919754,"Tortugas--Dry Tortugas NP"
"1128","AA2542","PSTR","2024",5,24.662876,-82.919754,"Tortugas--Dry Tortugas NP"
"1129","AA2542","PSTR","2024",5,24.662876,-82.919754,"Tortugas--Dry Tortugas NP"
"1130","AA2542","PSTR","2024",5,24.662876,-82.919754,"Tortugas--Dry Tortugas NP"
"1131","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1132","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1133","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1134","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1135","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1136","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1137","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1138","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1139","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1140","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1141","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1142","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1143","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1144","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1145","AA2545","CNAT","2024",1,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1146","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1147","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1148","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1149","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1150","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1151","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1152","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1153","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1154","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1155","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1156","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1157","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1158","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1159","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1160","AA2545","PSTR","2024",14,24.615449,-82.945366,"Tortugas--Dry Tortugas NP"
"1161","AA2562","PSTR","2024",2,24.644554,-82.793073,"Tortugas--Dry Tortugas NP"
"1162","AA2562","PSTR","2024",2,24.644554,-82.793073,"Tortugas--Dry Tortugas NP"
"1163","AA2578","PSTR","2024",1,24.669244,-83.050797,"Tortugas--Tortugas Bank"
"1164","AA2596","CNAT","2024",1,24.589591,-82.894484,"Tortugas--Dry Tortugas NP"
"1165","AA2599","CNAT","2024",1,24.608112,-82.960397,"Tortugas--Dry Tortugas NP"
"1166","AA2625","CNAT","2024",1,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1167","AA2625","CNAT","2024",1,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1168","AA2625","CNAT","2024",1,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1169","AA2625","CNAT","2024",1,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1170","AA2625","CNAT","2024",1,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1171","AA2625","PSTR","2024",4,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1172","AA2625","PSTR","2024",4,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1173","AA2625","PSTR","2024",4,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1174","AA2625","PSTR","2024",4,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1175","AA2625","PSTR","2024",4,24.653069,-82.832289,"Tortugas--Dry Tortugas NP"
"1176","AA2643","PSTR","2024",1,24.705575,-82.786534,"Tortugas--Dry Tortugas NP"
"1177","AA2644","CNAT","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1178","AA2644","CNAT","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1179","AA2644","CNAT","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1180","AA2644","CNAT","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1181","AA2644","CNAT","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1182","AA2644","DLAB","2024",1,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1183","AA2644","DLAB","2024",1,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1184","AA2644","DLAB","2024",1,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1185","AA2644","DLAB","2024",1,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1186","AA2644","DLAB","2024",1,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1187","AA2644","PSTR","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1188","AA2644","PSTR","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1189","AA2644","PSTR","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1190","AA2644","PSTR","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1191","AA2644","PSTR","2024",2,24.709525,-82.795979,"Tortugas--Dry Tortugas NP"
"1192","AA2647","DLAB","2024",1,24.715618,-82.814846,"Tortugas--Dry Tortugas NP"
"1193","AA3001","CNAT","2024",1,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1194","AA3001","CNAT","2024",1,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1195","AA3001","CNAT","2024",1,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1196","AA3001","CNAT","2024",1,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1197","AA3001","CNAT","2024",1,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1198","AA3001","PSTR","2024",4,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1199","AA3001","PSTR","2024",4,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1200","AA3001","PSTR","2024",4,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1201","AA3001","PSTR","2024",4,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1202","AA3001","PSTR","2024",4,24.608868,-82.949483,"Tortugas--Dry Tortugas NP"
"1203","AA3003","PSTR","2024",6,24.669266,-82.908435,"Tortugas--Dry Tortugas NP"
"1204","AA3003","PSTR","2024",6,24.669266,-82.908435,"Tortugas--Dry Tortugas NP"
"1205","AA3003","PSTR","2024",6,24.669266,-82.908435,"Tortugas--Dry Tortugas NP"
"1206","AA3003","PSTR","2024",6,24.669266,-82.908435,"Tortugas--Dry Tortugas NP"
"1207","AA3003","PSTR","2024",6,24.669266,-82.908435,"Tortugas--Dry Tortugas NP"
"1208","AA3003","PSTR","2024",6,24.669266,-82.908435,"Tortugas--Dry Tortugas NP"
"1209","AA3006","PSTR","2024",1,24.649144,-83.067824,"Tortugas--Tortugas Bank"
"1210","AA3007","CNAT","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1211","AA3007","CNAT","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1212","AA3007","CNAT","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1213","AA3007","CNAT","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1214","AA3007","CNAT","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1215","AA3007","CNAT","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1216","AA3007","DLAB","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1217","AA3007","DLAB","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1218","AA3007","DLAB","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1219","AA3007","DLAB","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1220","AA3007","DLAB","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1221","AA3007","DLAB","2024",1,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1222","AA3007","PSTR","2024",4,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1223","AA3007","PSTR","2024",4,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1224","AA3007","PSTR","2024",4,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1225","AA3007","PSTR","2024",4,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1226","AA3007","PSTR","2024",4,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1227","AA3007","PSTR","2024",4,24.652101,-83.056301,"Tortugas--Tortugas Bank"
"1228","AA3008","CNAT","2024",1,24.60668,-83.06782,"Tortugas--Tortugas Bank"
"1229","AA3008","CNAT","2024",1,24.60668,-83.06782,"Tortugas--Tortugas Bank"
"1230","AA3008","DLAB","2024",1,24.60668,-83.06782,"Tortugas--Tortugas Bank"
"1231","AA3008","DLAB","2024",1,24.60668,-83.06782,"Tortugas--Tortugas Bank"
"1232","AA3010","CNAT","2024",1,24.678181,-83.062451,"Tortugas--Tortugas Bank"
"1233","AA3016","DLAB","2024",7,24.88831667,-80.54926667,"Mid-Upper Keys Transition"
"1234","AA3016","DLAB","2024",7,24.88831667,-80.54926667,"Mid-Upper Keys Transition"
"1235","AA3016","DLAB","2024",7,24.88831667,-80.54926667,"Mid-Upper Keys Transition"
"1236","AA3016","DLAB","2024",7,24.88831667,-80.54926667,"Mid-Upper Keys Transition"
"1237","AA3016","DLAB","2024",7,24.88831667,-80.54926667,"Mid-Upper Keys Transition"
"1238","AA3016","DLAB","2024",7,24.88831667,-80.54926667,"Mid-Upper Keys Transition"
"1239","AA3016","DLAB","2024",7,24.88831667,-80.54926667,"Mid-Upper Keys Transition"
"1240","AA3017","CNAT","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1241","AA3017","CNAT","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1242","AA3017","CNAT","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1243","AA3017","CNAT","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1244","AA3017","CNAT","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1245","AA3017","CNAT","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1246","AA3017","PSTR","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1247","AA3017","PSTR","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1248","AA3017","PSTR","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1249","AA3017","PSTR","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1250","AA3017","PSTR","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1251","AA3017","PSTR","2024",1,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1252","AA3017","DLAB","2024",4,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1253","AA3017","DLAB","2024",4,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1254","AA3017","DLAB","2024",4,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1255","AA3017","DLAB","2024",4,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1256","AA3017","DLAB","2024",4,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1257","AA3017","DLAB","2024",4,24.8953166667,-80.5730166667,"Mid-Upper Keys Transition"
"1258","AA3020","DLAB","2024",3,24.9420833,-80.475,"Mid-Upper Keys Transition"
"1259","AA3020","DLAB","2024",3,24.9420833,-80.475,"Mid-Upper Keys Transition"
"1260","AA3020","DLAB","2024",3,24.9420833,-80.475,"Mid-Upper Keys Transition"
"1261","AA3022","DLAB","2024",1,24.893567,-80.577733,"Mid-Upper Keys Transition"
"1262","AA3023","CNAT","2024",1,24.481853,-81.817219,"Lower Keys"
"1263","AA3024","DLAB","2024",1,25.139717,-80.294067,"Upper Keys"
"1264","AA3025","DLAB","2024",1,25.1301,-80.2871,"Upper Keys"
"1265","AA3026","PSTR","2024",2,25.14206,-80.312639,"Upper Keys"
"1266","AA3026","PSTR","2024",2,25.14206,-80.312639,"Upper Keys"
"1267","AA3026","PSTR","2024",2,25.14206,-80.312639,"Upper Keys"
"1268","AA3026","PSTR","2024",2,25.14206,-80.312639,"Upper Keys"
"1269","AA3026","DLAB","2024",2,25.14206,-80.312639,"Upper Keys"
"1270","AA3026","DLAB","2024",2,25.14206,-80.312639,"Upper Keys"
"1271","AA3026","DLAB","2024",2,25.14206,-80.312639,"Upper Keys"
"1272","AA3026","DLAB","2024",2,25.14206,-80.312639,"Upper Keys"
"1273","AA3028","DLAB","2024",1,25.31275,-80.197783,"Biscayne"
"1274","AA3028","DLAB","2024",1,25.31275,-80.197783,"Biscayne"
"1275","AA3028","PSTR","2024",1,25.31275,-80.197783,"Biscayne"
"1276","AA3028","PSTR","2024",1,25.31275,-80.197783,"Biscayne"
"1277","AA3030","PSTR","2024",2,24.98194444,-80.42166667,"Upper Keys"
"1278","AA3030","PSTR","2024",2,24.98194444,-80.42166667,"Upper Keys"
"1279","AA3032","DLAB","2024",8,24.92185,-80.505833,"Mid-Upper Keys Transition"
"1280","AA3032","DLAB","2024",8,24.92185,-80.505833,"Mid-Upper Keys Transition"
"1281","AA3032","DLAB","2024",8,24.92185,-80.505833,"Mid-Upper Keys Transition"
"1282","AA3032","DLAB","2024",8,24.92185,-80.505833,"Mid-Upper Keys Transition"
"1283","AA3032","DLAB","2024",8,24.92185,-80.505833,"Mid-Upper Keys Transition"
"1284","AA3032","DLAB","2024",8,24.92185,-80.505833,"Mid-Upper Keys Transition"
"1285","AA3032","DLAB","2024",8,24.92185,-80.505833,"Mid-Upper Keys Transition"
"1286","AA3032","DLAB","2024",8,24.92185,-80.505833,"Mid-Upper Keys Transition"
"1287","AA3033","CNAT","2024",1,24.91416667,-80.51527778,"Mid-Upper Keys Transition"
"1288","AA3033","CNAT","2024",1,24.91416667,-80.51527778,"Mid-Upper Keys Transition"
"1289","AA3033","PSTR","2024",1,24.91416667,-80.51527778,"Mid-Upper Keys Transition"
"1290","AA3033","PSTR","2024",1,24.91416667,-80.51527778,"Mid-Upper Keys Transition"
"1291","AA3034","DLAB","2024",1,24.90388889,-80.52611111,"Mid-Upper Keys Transition"
"1292","AA3036","DLAB","2024",1,24.84505,-80.6179333,"Mid-Upper Keys Transition"
"1293","AA3037","DLAB","2024",1,24.9553333333,-80.4577666667,"Mid-Upper Keys Transition"
"1294","AA3040","PSTR","2024",5,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1295","AA3040","PSTR","2024",5,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1296","AA3040","PSTR","2024",5,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1297","AA3040","PSTR","2024",5,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1298","AA3040","PSTR","2024",5,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1299","AA3040","PSTR","2024",5,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1300","AA3040","PSTR","2024",5,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1301","AA3040","CNAT","2024",2,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1302","AA3040","CNAT","2024",2,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1303","AA3040","CNAT","2024",2,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1304","AA3040","CNAT","2024",2,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1305","AA3040","CNAT","2024",2,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1306","AA3040","CNAT","2024",2,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1307","AA3040","CNAT","2024",2,24.69909,-82.8536,"Tortugas--Dry Tortugas NP"
"1308","AA3041","PSTR","2024",1,24.66833,-82.887,"Tortugas--Dry Tortugas NP"
"1309","AA3042","PSTR","2024",2,24.6378,-82.9238,"Tortugas--Dry Tortugas NP"
"1310","AA3042","PSTR","2024",2,24.6378,-82.9238,"Tortugas--Dry Tortugas NP"
"1311","AA3042","PSTR","2024",2,24.6378,-82.9238,"Tortugas--Dry Tortugas NP"
"1312","AA3042","DLAB","2024",1,24.6378,-82.9238,"Tortugas--Dry Tortugas NP"
"1313","AA3042","DLAB","2024",1,24.6378,-82.9238,"Tortugas--Dry Tortugas NP"
"1314","AA3042","DLAB","2024",1,24.6378,-82.9238,"Tortugas--Dry Tortugas NP"
"1315","AA3044","CNAT","2024",1,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1316","AA3044","CNAT","2024",1,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1317","AA3044","CNAT","2024",1,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1318","AA3044","CNAT","2024",1,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1319","AA3044","CNAT","2024",1,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1320","AA3044","CNAT","2024",1,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1321","AA3044","CNAT","2024",1,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1322","AA3044","CNAT","2024",1,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1323","AA3044","PSTR","2024",7,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1324","AA3044","PSTR","2024",7,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1325","AA3044","PSTR","2024",7,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1326","AA3044","PSTR","2024",7,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1327","AA3044","PSTR","2024",7,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1328","AA3044","PSTR","2024",7,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1329","AA3044","PSTR","2024",7,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1330","AA3044","PSTR","2024",7,24.65854,-82.8411,"Tortugas--Dry Tortugas NP"
"1331","AA3046","CNAT","2024",2,24.62619,-82.938,"Tortugas--Dry Tortugas NP"
"1332","AA3046","CNAT","2024",2,24.62619,-82.938,"Tortugas--Dry Tortugas NP"
"1333","AA3046","CNAT","2024",2,24.62619,-82.938,"Tortugas--Dry Tortugas NP"
"1334","AA3046","CNAT","2024",2,24.62619,-82.938,"Tortugas--Dry Tortugas NP"
"1335","AA3046","PSTR","2024",2,24.62619,-82.938,"Tortugas--Dry Tortugas NP"
"1336","AA3046","PSTR","2024",2,24.62619,-82.938,"Tortugas--Dry Tortugas NP"
"1337","AA3046","PSTR","2024",2,24.62619,-82.938,"Tortugas--Dry Tortugas NP"
"1338","AA3046","PSTR","2024",2,24.62619,-82.938,"Tortugas--Dry Tortugas NP"
"1339","AA3047","PSTR","2024",1,24.58718,-82.9578,"Tortugas--Dry Tortugas NP"
"1340","AA3047","PSTR","2024",1,24.58718,-82.9578,"Tortugas--Dry Tortugas NP"
"1341","AA3047","PSTR","2024",1,24.58718,-82.9578,"Tortugas--Dry Tortugas NP"
"1342","AA3047","CNAT","2024",2,24.58718,-82.9578,"Tortugas--Dry Tortugas NP"
"1343","AA3047","CNAT","2024",2,24.58718,-82.9578,"Tortugas--Dry Tortugas NP"
"1344","AA3047","CNAT","2024",2,24.58718,-82.9578,"Tortugas--Dry Tortugas NP"
"1345","AA3048","PSTR","2024",1,24.5666,-82.9313,"Tortugas--Dry Tortugas NP"
"1346","AA3049","PSTR","2024",4,24.60079,-82.9515,"Tortugas--Dry Tortugas NP"
"1347","AA3049","PSTR","2024",4,24.60079,-82.9515,"Tortugas--Dry Tortugas NP"
"1348","AA3049","PSTR","2024",4,24.60079,-82.9515,"Tortugas--Dry Tortugas NP"
"1349","AA3049","PSTR","2024",4,24.60079,-82.9515,"Tortugas--Dry Tortugas NP"
"1350","AA3050","DLAB","2024",1,24.6079,-82.9583,"Tortugas--Dry Tortugas NP"
"1351","AA3051","CNAT","2024",1,24.62483,-82.95,"Tortugas--Dry Tortugas NP"
"1352","AA3052","PSTR","2024",2,24.61868,-82.9233,"Tortugas--Dry Tortugas NP"
"1353","AA3052","PSTR","2024",2,24.61868,-82.9233,"Tortugas--Dry Tortugas NP"
"1354","AA3052","PSTR","2024",2,24.61868,-82.9233,"Tortugas--Dry Tortugas NP"
